"CISP";"mes";"ano";"Roubo de bicicleta";"Furto de bicicleta"
"155";2;2015;0;0
"156";2;2015;0;0
"157";2;2015;0;0
"158";2;2015;0;0
"159";2;2015;0;0
"165";2;2015;0;0
"166";2;2015;0;0
"167";2;2015;0;0
"168";2;2015;0;0
"1";3;2015;0;0
"4";3;2015;0;0
"5";3;2015;0;0
"6";3;2015;0;0
"7";3;2015;0;0
"9";3;2015;0;0
"10";3;2015;0;0
"11";3;2015;0;0
"12";3;2015;0;0
"13";3;2015;0;0
"14";3;2015;0;0
"15";3;2015;0;0
"16";3;2015;0;0
"17";3;2015;0;0
"18";3;2015;0;0
"19";3;2015;0;0
"20";3;2015;0;0
"21";3;2015;0;0
"22";3;2015;0;0
"23";3;2015;0;0
"24";3;2015;0;0
"25";3;2015;0;0
"26";3;2015;0;0
"27";3;2015;0;0
"28";3;2015;0;0
"29";3;2015;0;0
"30";3;2015;0;0
"31";3;2015;0;0
"32";3;2015;0;0
"33";3;2015;0;0
"34";3;2015;0;0
"35";3;2015;0;0
"36";3;2015;0;0
"37";3;2015;0;0
"38";3;2015;0;0
"39";3;2015;0;0
"40";3;2015;0;0
"41";3;2015;0;0
"42";3;2015;0;0
"43";3;2015;0;0
"44";3;2015;0;0
"45";3;2015;0;0
"48";3;2015;0;0
"50";3;2015;0;0
"51";3;2015;0;0
"52";3;2015;0;0
"53";3;2015;0;0
"54";3;2015;0;0
"55";3;2015;0;0
"56";3;2015;0;0
"57";3;2015;0;0
"58";3;2015;0;0
"59";3;2015;0;0
"60";3;2015;0;0
"61";3;2015;0;0
"62";3;2015;0;0
"63";3;2015;0;0
"64";3;2015;0;0
"65";3;2015;0;0
"66";3;2015;0;0
"67";3;2015;0;0
"70";3;2015;0;0
"71";3;2015;0;0
"72";3;2015;0;0
"73";3;2015;0;0
"74";3;2015;0;0
"75";3;2015;0;0
"76";3;2015;0;0
"77";3;2015;0;0
"78";3;2015;0;0
"79";3;2015;0;0
"81";3;2015;0;0
"82";3;2015;0;0
"88";3;2015;0;0
"89";3;2015;0;0
"90";3;2015;0;0
"91";3;2015;0;0
"92";3;2015;0;0
"93";3;2015;0;0
"94";3;2015;0;0
"95";3;2015;0;0
"96";3;2015;0;0
"97";3;2015;0;0
"98";3;2015;0;0
"99";3;2015;0;0
"100";3;2015;0;0
"101";3;2015;0;0
"104";3;2015;0;0
"105";3;2015;0;0
"106";3;2015;0;0
"107";3;2015;0;0
"108";3;2015;0;0
"109";3;2015;0;0
"110";3;2015;0;0
"111";3;2015;0;0
"112";3;2015;0;0
"118";3;2015;0;0
"119";3;2015;0;0
"120";3;2015;0;0
"121";3;2015;0;0
"122";3;2015;0;0
"123";3;2015;0;0
"124";3;2015;0;0
"125";3;2015;0;0
"126";3;2015;0;0
"127";3;2015;0;0
"128";3;2015;0;0
"129";3;2015;0;0
"130";3;2015;0;0
"132";3;2015;0;0
"134";3;2015;0;0
"135";3;2015;0;0
"136";3;2015;0;0
"137";3;2015;0;0
"138";3;2015;0;0
"139";3;2015;0;0
"140";3;2015;0;0
"141";3;2015;0;0
"142";3;2015;0;0
"143";3;2015;0;0
"144";3;2015;0;0
"145";3;2015;0;0
"146";3;2015;0;0
"147";3;2015;0;0
"148";3;2015;0;0
"151";3;2015;0;0
"152";3;2015;0;0
"153";3;2015;0;0
"154";3;2015;0;0
"155";3;2015;0;0
"156";3;2015;0;0
"157";3;2015;0;0
"158";3;2015;0;0
"159";3;2015;0;0
"165";3;2015;0;0
"166";3;2015;0;0
"167";3;2015;0;0
"168";3;2015;0;0
"1";4;2015;0;0
"4";4;2015;0;0
"5";4;2015;0;0
"6";4;2015;0;0
"7";4;2015;0;0
"9";4;2015;0;0
"10";4;2015;0;0
"11";4;2015;0;0
"12";4;2015;0;0
"13";4;2015;0;0
"14";4;2015;0;0
"15";4;2015;0;0
"16";4;2015;0;0
"17";4;2015;0;0
"18";4;2015;0;0
"19";4;2015;0;0
"20";4;2015;0;0
"21";4;2015;0;0
"22";4;2015;0;0
"23";4;2015;0;0
"24";4;2015;0;0
"25";4;2015;0;0
"26";4;2015;0;0
"27";4;2015;0;0
"28";4;2015;0;0
"29";4;2015;0;0
"30";4;2015;0;0
"31";4;2015;0;0
"32";4;2015;0;0
"33";4;2015;0;0
"34";4;2015;0;0
"35";4;2015;0;0
"36";4;2015;0;0
"37";4;2015;0;0
"38";4;2015;0;0
"39";4;2015;0;0
"40";4;2015;0;0
"41";4;2015;0;0
"42";4;2015;0;0
"43";4;2015;0;0
"44";4;2015;0;0
"45";4;2015;0;0
"48";4;2015;0;0
"50";4;2015;0;0
"51";4;2015;0;0
"52";4;2015;0;0
"53";4;2015;0;0
"54";4;2015;0;0
"55";4;2015;0;0
"56";4;2015;0;0
"57";4;2015;0;0
"58";4;2015;0;0
"59";4;2015;0;0
"60";4;2015;0;0
"61";4;2015;0;0
"62";4;2015;0;0
"63";4;2015;0;0
"64";4;2015;0;0
"65";4;2015;0;0
"66";4;2015;0;0
"67";4;2015;0;0
"70";4;2015;0;0
"71";4;2015;0;0
"72";4;2015;0;0
"73";4;2015;0;0
"74";4;2015;0;0
"75";4;2015;0;0
"76";4;2015;0;0
"77";4;2015;0;0
"78";4;2015;0;0
"79";4;2015;0;0
"81";4;2015;0;0
"82";4;2015;0;0
"88";4;2015;0;0
"89";4;2015;0;0
"90";4;2015;0;0
"91";4;2015;0;0
"92";4;2015;0;0
"93";4;2015;0;0
"94";4;2015;0;0
"95";4;2015;0;0
"96";4;2015;0;0
"97";4;2015;0;0
"98";4;2015;0;0
"99";4;2015;0;0
"100";4;2015;0;0
"101";4;2015;0;0
"104";4;2015;0;0
"105";4;2015;0;0
"106";4;2015;0;0
"107";4;2015;0;0
"108";4;2015;0;0
"109";4;2015;0;0
"110";4;2015;0;0
"111";4;2015;0;0
"112";4;2015;0;0
"118";4;2015;0;0
"119";4;2015;0;0
"120";4;2015;0;0
"121";4;2015;0;0
"122";4;2015;0;0
"123";4;2015;0;0
"124";4;2015;0;0
"125";4;2015;0;0
"126";4;2015;0;0
"127";4;2015;0;0
"128";4;2015;0;0
"129";4;2015;0;0
"130";4;2015;0;0
"132";4;2015;0;0
"134";4;2015;0;0
"135";4;2015;0;0
"136";4;2015;0;0
"137";4;2015;0;0
"138";4;2015;0;0
"139";4;2015;0;0
"140";4;2015;0;0
"141";4;2015;0;0
"142";4;2015;0;0
"143";4;2015;0;0
"144";4;2015;0;0
"145";4;2015;0;0
"146";4;2015;0;0
"147";4;2015;0;0
"148";4;2015;0;0
"151";4;2015;0;0
"152";4;2015;0;0
"153";4;2015;0;0
"154";4;2015;0;0
"155";4;2015;0;0
"156";4;2015;0;0
"157";4;2015;0;0
"158";4;2015;0;0
"159";4;2015;0;0
"165";4;2015;0;0
"166";4;2015;0;0
"167";4;2015;0;0
"168";4;2015;0;0
"1";5;2015;0;0
"4";5;2015;0;0
"5";5;2015;0;0
"6";5;2015;0;0
"7";5;2015;0;0
"9";5;2015;0;0
"10";5;2015;0;0
"11";5;2015;0;0
"12";5;2015;0;0
"13";5;2015;0;0
"14";5;2015;0;0
"15";5;2015;0;0
"16";5;2015;0;0
"17";5;2015;0;0
"18";5;2015;0;0
"19";5;2015;0;0
"20";5;2015;0;0
"21";5;2015;0;0
"22";5;2015;0;0
"23";5;2015;0;0
"24";5;2015;0;0
"25";5;2015;0;0
"26";5;2015;0;0
"27";5;2015;0;0
"28";5;2015;0;0
"29";5;2015;0;0
"30";5;2015;0;0
"31";5;2015;0;0
"32";5;2015;0;0
"33";5;2015;0;0
"34";5;2015;0;0
"35";5;2015;0;0
"36";5;2015;0;0
"37";5;2015;0;0
"38";5;2015;0;0
"39";5;2015;0;0
"40";5;2015;0;0
"41";5;2015;0;0
"42";5;2015;0;0
"43";5;2015;0;0
"44";5;2015;0;0
"45";5;2015;0;0
"48";5;2015;0;0
"50";5;2015;0;0
"51";5;2015;0;0
"52";5;2015;0;0
"53";5;2015;0;0
"54";5;2015;0;0
"55";5;2015;0;0
"56";5;2015;0;0
"57";5;2015;0;0
"58";5;2015;0;0
"59";5;2015;0;0
"60";5;2015;0;0
"61";5;2015;0;0
"62";5;2015;0;0
"63";5;2015;0;0
"64";5;2015;0;0
"65";5;2015;0;0
"66";5;2015;0;0
"67";5;2015;0;0
"70";5;2015;0;0
"71";5;2015;0;0
"72";5;2015;0;0
"73";5;2015;0;0
"74";5;2015;0;0
"75";5;2015;0;0
"76";5;2015;0;0
"77";5;2015;0;0
"78";5;2015;0;0
"79";5;2015;0;0
"81";5;2015;0;0
"82";5;2015;0;0
"88";5;2015;0;0
"89";5;2015;0;0
"90";5;2015;0;0
"91";5;2015;0;0
"92";5;2015;0;0
"93";5;2015;0;0
"94";5;2015;0;0
"95";5;2015;0;0
"96";5;2015;0;0
"97";5;2015;0;0
"98";5;2015;0;0
"99";5;2015;0;0
"100";5;2015;0;0
"101";5;2015;0;0
"104";5;2015;0;0
"105";5;2015;0;0
"106";5;2015;0;0
"107";5;2015;0;0
"108";5;2015;0;0
"109";5;2015;0;0
"110";5;2015;0;0
"111";5;2015;0;0
"112";5;2015;0;0
"118";5;2015;0;0
"119";5;2015;0;0
"120";5;2015;0;0
"121";5;2015;0;0
"122";5;2015;0;0
"123";5;2015;0;0
"124";5;2015;0;0
"125";5;2015;0;0
"126";5;2015;0;0
"127";5;2015;0;0
"128";5;2015;0;0
"129";5;2015;0;0
"130";5;2015;0;0
"132";5;2015;0;0
"134";5;2015;0;0
"135";5;2015;0;0
"136";5;2015;0;0
"137";5;2015;0;0
"138";5;2015;0;0
"139";5;2015;0;0
"140";5;2015;0;0
"141";5;2015;0;0
"142";5;2015;0;0
"143";5;2015;0;0
"144";5;2015;0;0
"145";5;2015;0;0
"146";5;2015;0;0
"147";5;2015;0;0
"148";5;2015;0;0
"151";5;2015;0;0
"152";5;2015;0;0
"153";5;2015;0;0
"154";5;2015;0;0
"155";5;2015;0;0
"156";5;2015;0;0
"157";5;2015;0;0
"158";5;2015;0;0
"159";5;2015;0;0
"165";5;2015;0;0
"166";5;2015;0;0
"167";5;2015;0;0
"168";5;2015;0;0
"1";6;2015;0;0
"4";6;2015;0;0
"5";6;2015;0;0
"6";6;2015;0;0
"7";6;2015;0;0
"9";6;2015;0;0
"10";6;2015;3;0
"11";6;2015;0;0
"12";6;2015;0;0
"13";6;2015;0;0
"14";6;2015;0;2
"15";6;2015;0;0
"16";6;2015;0;1
"17";6;2015;0;0
"18";6;2015;0;0
"19";6;2015;0;0
"20";6;2015;0;0
"21";6;2015;0;0
"22";6;2015;0;0
"23";6;2015;0;0
"24";6;2015;0;0
"25";6;2015;0;0
"26";6;2015;0;0
"27";6;2015;0;0
"28";6;2015;0;0
"29";6;2015;0;0
"30";6;2015;0;0
"31";6;2015;0;0
"32";6;2015;0;0
"33";6;2015;0;0
"34";6;2015;0;0
"35";6;2015;0;0
"36";6;2015;0;0
"37";6;2015;0;0
"38";6;2015;0;0
"39";6;2015;0;0
"40";6;2015;0;0
"41";6;2015;0;0
"42";6;2015;0;0
"43";6;2015;0;1
"44";6;2015;0;0
"45";6;2015;0;0
"48";6;2015;0;0
"50";6;2015;0;0
"51";6;2015;0;0
"52";6;2015;0;0
"53";6;2015;0;0
"54";6;2015;0;0
"55";6;2015;0;1
"56";6;2015;0;0
"57";6;2015;0;0
"58";6;2015;0;0
"59";6;2015;0;0
"60";6;2015;0;0
"61";6;2015;0;0
"62";6;2015;0;0
"63";6;2015;0;0
"64";6;2015;0;0
"65";6;2015;0;0
"66";6;2015;0;0
"67";6;2015;0;0
"70";6;2015;0;0
"71";6;2015;0;0
"72";6;2015;0;0
"73";6;2015;0;0
"74";6;2015;0;0
"75";6;2015;0;0
"76";6;2015;0;0
"77";6;2015;0;0
"78";6;2015;0;0
"79";6;2015;0;0
"81";6;2015;0;0
"82";6;2015;0;0
"88";6;2015;0;0
"89";6;2015;0;0
"90";6;2015;0;0
"91";6;2015;0;0
"92";6;2015;0;0
"93";6;2015;0;0
"94";6;2015;0;0
"95";6;2015;0;0
"96";6;2015;0;0
"97";6;2015;0;0
"98";6;2015;0;0
"99";6;2015;0;0
"100";6;2015;0;0
"101";6;2015;0;0
"104";6;2015;0;0
"105";6;2015;0;0
"106";6;2015;0;0
"107";6;2015;0;0
"108";6;2015;0;0
"109";6;2015;0;0
"110";6;2015;0;0
"111";6;2015;0;0
"112";6;2015;0;0
"118";6;2015;0;0
"119";6;2015;0;0
"120";6;2015;0;0
"121";6;2015;0;0
"122";6;2015;0;0
"123";6;2015;0;0
"124";6;2015;0;0
"125";6;2015;0;0
"126";6;2015;0;0
"127";6;2015;0;0
"128";6;2015;0;0
"129";6;2015;0;0
"130";6;2015;0;0
"132";6;2015;0;0
"134";6;2015;0;0
"135";6;2015;0;0
"136";6;2015;0;0
"137";6;2015;0;0
"138";6;2015;0;0
"139";6;2015;0;0
"140";6;2015;0;0
"141";6;2015;0;0
"142";6;2015;0;0
"143";6;2015;0;0
"144";6;2015;0;0
"145";6;2015;0;0
"146";6;2015;0;0
"147";6;2015;0;0
"148";6;2015;0;0
"151";6;2015;0;0
"152";6;2015;0;0
"153";6;2015;0;0
"154";6;2015;0;0
"155";6;2015;0;0
"156";6;2015;0;0
"157";6;2015;0;0
"158";6;2015;0;0
"159";6;2015;0;0
"165";6;2015;0;0
"166";6;2015;0;0
"167";6;2015;0;0
"168";6;2015;0;0
"1";7;2015;0;1
"4";7;2015;1;1
"5";7;2015;0;6
"6";7;2015;0;1
"7";7;2015;0;0
"9";7;2015;3;7
"10";7;2015;2;11
"11";7;2015;0;0
"12";7;2015;1;9
"13";7;2015;0;4
"14";7;2015;0;11
"15";7;2015;1;3
"16";7;2015;0;6
"17";7;2015;0;1
"18";7;2015;2;3
"19";7;2015;1;4
"20";7;2015;1;1
"21";7;2015;0;0
"22";7;2015;0;0
"23";7;2015;0;2
"24";7;2015;0;0
"25";7;2015;0;1
"26";7;2015;0;1
"27";7;2015;0;2
"28";7;2015;0;0
"29";7;2015;0;0
"30";7;2015;0;0
"31";7;2015;0;0
"32";7;2015;1;3
"33";7;2015;1;1
"34";7;2015;0;0
"35";7;2015;0;3
"36";7;2015;0;2
"37";7;2015;1;0
"38";7;2015;1;1
"39";7;2015;1;0
"40";7;2015;0;0
"41";7;2015;0;3
"42";7;2015;0;8
"43";7;2015;0;1
"44";7;2015;0;3
"45";7;2015;0;0
"48";7;2015;0;1
"50";7;2015;0;2
"51";7;2015;0;4
"52";7;2015;0;0
"53";7;2015;0;0
"54";7;2015;1;2
"55";7;2015;1;2
"56";7;2015;1;3
"57";7;2015;0;0
"58";7;2015;0;0
"59";7;2015;0;0
"60";7;2015;0;1
"61";7;2015;0;2
"62";7;2015;1;3
"63";7;2015;0;1
"64";7;2015;0;1
"65";7;2015;0;5
"66";7;2015;0;1
"67";7;2015;0;0
"70";7;2015;0;0
"71";7;2015;0;1
"72";7;2015;0;6
"73";7;2015;0;0
"74";7;2015;1;4
"75";7;2015;0;1
"76";7;2015;0;6
"77";7;2015;2;4
"78";7;2015;0;2
"79";7;2015;0;0
"81";7;2015;0;1
"82";7;2015;0;0
"88";7;2015;0;2
"89";7;2015;0;0
"90";7;2015;0;1
"91";7;2015;0;2
"92";7;2015;0;0
"93";7;2015;0;0
"94";7;2015;0;2
"95";7;2015;0;0
"96";7;2015;0;0
"97";7;2015;0;2
"98";7;2015;0;0
"99";7;2015;0;0
"100";7;2015;0;1
"101";7;2015;0;0
"104";7;2015;0;0
"105";7;2015;0;0
"106";7;2015;0;0
"107";7;2015;0;0
"108";7;2015;0;3
"109";7;2015;0;0
"110";7;2015;0;2
"111";7;2015;0;1
"112";7;2015;0;0
"118";7;2015;0;2
"119";7;2015;0;0
"120";7;2015;0;0
"121";7;2015;0;1
"122";7;2015;0;0
"123";7;2015;0;1
"124";7;2015;0;2
"125";7;2015;0;1
"126";7;2015;0;3
"127";7;2015;0;0
"128";7;2015;0;5
"129";7;2015;0;3
"130";7;2015;0;1
"132";7;2015;0;0
"134";7;2015;0;6
"135";7;2015;0;2
"136";7;2015;0;2
"137";7;2015;0;2
"138";7;2015;0;0
"139";7;2015;0;8
"140";7;2015;0;0
"141";7;2015;0;2
"142";7;2015;0;0
"143";7;2015;0;2
"144";7;2015;0;1
"145";7;2015;0;2
"146";7;2015;0;0
"147";7;2015;0;0
"148";7;2015;0;2
"151";7;2015;0;2
"152";7;2015;0;0
"153";7;2015;0;0
"154";7;2015;0;0
"155";7;2015;0;0
"156";7;2015;0;0
"157";7;2015;0;0
"158";7;2015;0;0
"159";7;2015;0;0
"165";7;2015;0;1
"166";7;2015;0;0
"167";7;2015;0;0
"168";7;2015;0;0
"1";8;2015;0;0
"4";8;2015;0;2
"5";8;2015;0;2
"6";8;2015;0;0
"7";8;2015;0;0
"9";8;2015;3;4
"10";8;2015;0;10
"11";8;2015;0;0
"12";8;2015;0;7
"13";8;2015;0;3
"14";8;2015;1;19
"15";8;2015;1;2
"16";8;2015;1;4
"17";8;2015;0;3
"18";8;2015;0;3
"19";8;2015;0;1
"20";8;2015;0;1
"21";8;2015;0;2
"22";8;2015;0;0
"23";8;2015;0;0
"24";8;2015;0;0
"25";8;2015;0;3
"26";8;2015;0;0
"27";8;2015;0;2
"28";8;2015;0;0
"29";8;2015;0;2
"30";8;2015;0;0
"31";8;2015;0;0
"32";8;2015;5;4
"33";8;2015;0;0
"34";8;2015;1;0
"35";8;2015;0;0
"36";8;2015;0;1
"37";8;2015;0;0
"38";8;2015;0;1
"39";8;2015;0;0
"40";8;2015;0;2
"41";8;2015;0;0
"42";8;2015;0;11
"43";8;2015;0;1
"44";8;2015;0;0
"45";8;2015;0;0
"48";8;2015;0;1
"50";8;2015;0;2
"51";8;2015;0;0
"52";8;2015;1;1
"53";8;2015;0;2
"54";8;2015;0;1
"55";8;2015;0;1
"56";8;2015;0;1
"57";8;2015;0;0
"58";8;2015;0;0
"59";8;2015;0;0
"60";8;2015;0;1
"61";8;2015;0;0
"62";8;2015;0;0
"63";8;2015;0;1
"64";8;2015;0;0
"65";8;2015;0;2
"66";8;2015;0;1
"67";8;2015;0;1
"70";8;2015;0;0
"71";8;2015;0;0
"72";8;2015;0;0
"73";8;2015;0;0
"74";8;2015;0;2
"75";8;2015;0;1
"76";8;2015;2;4
"77";8;2015;1;4
"78";8;2015;0;0
"79";8;2015;0;0
"81";8;2015;0;0
"82";8;2015;0;3
"88";8;2015;0;0
"89";8;2015;0;6
"90";8;2015;0;0
"91";8;2015;0;1
"92";8;2015;0;0
"93";8;2015;0;1
"94";8;2015;0;0
"95";8;2015;0;0
"96";8;2015;0;0
"97";8;2015;0;1
"98";8;2015;0;0
"99";8;2015;0;0
"100";8;2015;0;3
"101";8;2015;0;1
"104";8;2015;0;0
"105";8;2015;0;1
"106";8;2015;0;0
"107";8;2015;0;0
"108";8;2015;0;1
"109";8;2015;0;0
"110";8;2015;0;2
"111";8;2015;0;0
"112";8;2015;0;0
"118";8;2015;0;2
"119";8;2015;0;0
"120";8;2015;0;1
"121";8;2015;0;2
"122";8;2015;0;0
"123";8;2015;0;1
"124";8;2015;0;1
"125";8;2015;0;2
"126";8;2015;1;0
"127";8;2015;0;0
"128";8;2015;0;3
"129";8;2015;0;0
"130";8;2015;0;1
"132";8;2015;0;1
"134";8;2015;0;5
"135";8;2015;0;1
"136";8;2015;0;2
"137";8;2015;0;0
"138";8;2015;0;0
"139";8;2015;0;4
"140";8;2015;0;2
"141";8;2015;0;2
"142";8;2015;0;0
"143";8;2015;0;1
"144";8;2015;0;0
"145";8;2015;0;0
"146";8;2015;0;1
"147";8;2015;0;0
"148";8;2015;0;0
"151";8;2015;0;1
"152";8;2015;0;0
"153";8;2015;0;0
"154";8;2015;0;1
"155";8;2015;0;0
"156";8;2015;0;0
"157";8;2015;0;0
"158";8;2015;0;0
"159";8;2015;0;0
"165";8;2015;0;0
"166";8;2015;0;0
"167";8;2015;0;0
"168";8;2015;0;0
"1";9;2015;0;0
"4";9;2015;1;1
"5";9;2015;0;5
"6";9;2015;0;0
"7";9;2015;0;1
"9";9;2015;4;3
"10";9;2015;1;9
"11";9;2015;0;0
"12";9;2015;0;5
"13";9;2015;2;3
"14";9;2015;2;14
"15";9;2015;1;1
"16";9;2015;0;4
"17";9;2015;0;1
"18";9;2015;1;2
"19";9;2015;0;3
"20";9;2015;0;0
"21";9;2015;1;1
"22";9;2015;2;0
"23";9;2015;0;1
"24";9;2015;0;1
"25";9;2015;0;3
"26";9;2015;0;1
"27";9;2015;0;2
"28";9;2015;1;1
"29";9;2015;1;1
"30";9;2015;0;0
"31";9;2015;0;0
"32";9;2015;1;3
"33";9;2015;0;2
"34";9;2015;0;1
"35";9;2015;1;3
"36";9;2015;0;1
"37";9;2015;0;0
"38";9;2015;0;0
"39";9;2015;0;0
"40";9;2015;0;0
"41";9;2015;0;1
"42";9;2015;0;12
"43";9;2015;0;0
"44";9;2015;0;2
"45";9;2015;0;0
"48";9;2015;0;1
"50";9;2015;0;1
"51";9;2015;0;1
"52";9;2015;0;1
"53";9;2015;0;1
"54";9;2015;0;0
"55";9;2015;1;0
"56";9;2015;0;1
"57";9;2015;0;1
"58";9;2015;0;0
"59";9;2015;0;2
"60";9;2015;0;1
"61";9;2015;0;0
"62";9;2015;0;0
